Country,Date,Currency(USD)*1000
India,2019-11-13,13.865779256794234
India,2019-11-14,13.890818169190169
India,2019-11-15,13.966480446927376
India,2019-11-16,13.947001394700141
India,2019-11-17,13.92757660167131
India,2019-11-18,13.908205841446453
India,2019-11-19,13.915947676036739
India,2019-11-20,13.939224979091165
India,2019-11-21,13.937282229965156
India,2019-11-22,13.935340022296543
India,2019-11-23,13.939872682496164
India,2019-11-24,13.944408292274794
India,2019-11-25,13.948946854512483
India,2019-11-26,13.984058173682001
India,2019-11-27,14.033118158854895
India,2019-11-28,13.98503601146773
India,2019-11-29,13.937282229965156
India,2019-11-30,13.943760167325122
India,2019-12-01,13.95024412927226
India,2019-12-02,13.95673412421493
India,2019-12-03,13.947001394700141
India,2019-12-04,13.991884706870014
India,2019-12-05,14.033118158854895
India,2019-12-06,14.033118158854895
India,2019-12-07,14.048890137679123
India,2019-12-08,14.064697609001408
India,2019-12-09,14.080540692762606
India,2019-12-10,14.116318464144552
India,2019-12-11,14.138272303124554
India,2019-12-12,14.16029453412631
India,2019-12-13,14.124293785310734
India,2019-12-14,14.118311449950587
India,2019-12-15,14.112334180073384
India,2019-12-16,14.10636196924813
India,2019-12-17,14.076576576576574
India,2019-12-18,14.090460758066788
India,2019-12-19,14.062719729995782
India,2019-12-20,14.070634585619814
India,2019-12-21,14.059424500890431
India,2019-12-22,14.048232264106767
India,2019-12-23,14.037057832678272
India,2019-12-24,14.03902849922785
India,2019-12-25,14.034102869974037
India,2019-12-26,14.029180695847364
India,2019-12-27,13.995801259622114
India,2019-12-28,14.005602240896357
India,2019-12-29,14.015416958654521
India,2019-12-30,14.025245441795231
India,2019-12-31,14.013452914798204
India,2020-01-01,14.015416958654521
India,2020-01-02,14.017381553125874
India,2020-01-03,13.935340022296543
India,2020-01-04,13.928869904355093
India,2020-01-05,13.92240579172081
India,2020-01-06,13.915947676036739
India,2020-01-07,13.919821826280625
India,2020-01-08,13.984058173682001
India,2020-01-09,14.05283867341203
India,2020-01-10,14.0964195094446
India,2020-01-11,14.109679239958613
India,2020-01-12,14.12296393936541
India,2020-01-13,14.136273678258412
India,2020-01-14,14.114326040931545
India,2020-01-15,14.146272457207527
India,2020-01-16,14.09443269908386
India,2020-01-17,14.068655036578505
India,2020-01-18,14.064203087092581
India,2020-01-19,14.059753954305801
India,2020-01-20,14.055307635545873
India,2020-01-21,14.05086412814388
India,2020-01-22,14.070634585619814
India,2020-01-23,13.995801259622114
India,2020-01-24,14.023278642546627
India,2020-01-25,14.014107534918484
India,2020-01-26,14.004948415106671
India,2020-01-27,13.995801259622114
India,2020-01-28,14.037057832678272
India,2020-01-29,14.015416958654521
India,2020-01-30,13.972334777141262
India,2020-01-31,13.98014818957081
India,2020-02-01,13.99384270920795
India,2020-02-02,14.007564084605686
India,2020-02-03,14.021312394840159
India,2020-02-04,14.062719729995782
India,2020-02-05,14.046916701783957
India,2020-02-06,14.046916701783957
India,2020-02-07,13.991884706870014
India,2020-02-08,14.004294650359444
India,2020-02-09,14.01672662710835
India,2020-02-10,14.029180695847364
India,2020-02-11,14.035087719298248
India,2020-02-12,14.027212792818064
India,2020-02-13,14.031149151115475
India,2020-02-14,13.982102908277405
India,2020-02-15,13.98014818957081
India,2020-02-16,13.978194017332964
India,2020-02-17,13.976240391334732
India,2020-02-18,13.974287311347119
India,2020-02-19,13.976240391334732
India,2020-02-20,13.952839402818473
India,2020-02-21,13.908205841446453
India,2020-02-22,13.90691637307621
India,2020-02-23,13.905627143784184
India,2020-02-24,13.904338153503893
India,2020-02-25,13.925637097897226
India,2020-02-26,13.970382788488404
India,2020-02-27,13.95673412421493
India,2020-02-28,13.787398317937406
India,2020-02-29,13.765256492612648
India,2020-03-01,13.74318567043841
India,2020-03-02,13.721185510428102
India,2020-03-03,13.693002875530606
India,2020-03-04,13.607293509320993
India,2020-03-05,13.60544217687075
India,2020-03-06,13.513513513513516
India,2020-03-07,13.500742540839749
India,2020-03-08,13.487995683841381
India,2020-03-09,13.475272874275706
India,2020-03-10,13.486176668914366
India,2020-03-11,13.572204125950053
India,2020-03-12,13.468013468013467
India,2020-03-13,13.539128080151636
India,2020-03-14,13.529968881071575
India,2020-03-15,13.52082206598161
India,2020-03-16,13.511687609782463
India,2020-03-17,13.466199838405602
India,2020-03-18,13.41381623071764
India,2020-03-19,13.37255950788981
India,2020-03-20,13.278449077147787
India,2020-03-21,13.22110087699969
India,2020-03-22,13.164245908113566
India,2020-03-23,13.10787783457858
India,2020-03-24,13.094146916328402
India,2020-03-25,13.095861707700367
India,2020-03-26,13.35291761249833
India,2020-03-27,13.250298131707964
India,2020-03-28,13.258496486498432
India,2020-03-29,13.266704992703312
India,2020-03-30,13.274923669188905
India,2020-03-31,13.26435866825839
India,2020-04-01,13.089005235602093
India,2020-04-02,13.099292638197534
India,2020-04-03,13.116474291710391
India,2020-04-04,13.133126121787855
India,2020-04-05,13.149820285789428
India,2020-04-06,13.166556945358787
India,2020-04-07,13.220518244315176
India,2020-04-08,13.164823591363875
India,2020-04-09,13.106159895150721
India,2020-04-10,13.18044022670357
India,2020-04-11,13.158471862801001
India,2020-04-12,13.136576608135917
India,2020-04-13,13.114754098360656
India,2020-04-14,13.13887793982394
India,2020-04-15,13.061650992685475
India,2020-04-16,13.029315960912054
India,2020-04-17,13.061650992685475
India,2020-04-18,13.061650992685475
India,2020-04-19,13.061650992685475
India,2020-04-20,13.061650992685475
India,2020-04-21,12.995451591942821
India,2020-04-22,13.082155939298794
India,2020-04-23,13.185654008438814
India,2020-04-24,13.113034356150012
India,2020-04-25,13.114754098360656
India,2020-04-26,13.116474291710384
India,2020-04-27,13.118194936376753
India,2020-04-28,13.164823591363875
India,2020-04-29,13.25381047051027
India,2020-04-30,13.319126265316994
India,2020-05-01,13.2013201320132
India,2020-05-02,13.207713304569866
India,2020-05-03,13.214112672334053
India,2020-05-04,13.220518244315176
India,2020-05-05,13.206550449022716
India,2020-05-06,13.144058885383807
India,2020-05-07,13.196093956188967
India,2020-05-08,13.231013495633766
India,2020-05-09,13.214112672334053
India,2020-05-10,13.197254970966036
India,2020-05-11,13.18044022670357
India,2020-05-12,13.32800213248034
India,2020-05-13,13.274923669188905
India,2020-05-14,13.248542660307365
India,2020-05-15,13.189132155104197
India,2020-05-16,13.193772539361422
India,2020-05-17,13.198416190057195
India,2020-05-18,13.20306311064167
India,2020-05-19,13.21527686005022
India,2020-05-20,13.250298131707964
India,2020-05-21,13.222266296443212
India,2020-05-22,13.159626266614026
India,2020-05-23,13.183915622940015
India,2020-05-24,13.208294809140137
India,2020-05-25,13.23276432446738
India,2020-05-26,13.257324671881213
India,2020-05-27,13.178703215603585
India,2020-05-28,13.21527686005022
India,2020-05-29,13.229263130043654
India,2020-05-30,13.231013495633766
India,2020-05-31,13.23276432446738
India,2020-06-01,13.234515616728427
India,2020-06-02,13.32800213248034
India,2020-06-03,13.276686139139672
India,2020-06-04,13.257324671881213
India,2020-06-05,13.225763787858748
India,2020-06-06,13.235683402453015
India,2020-06-07,13.245617908075412
India,2020-06-08,13.255567338282079
India,2020-06-09,13.255567338282079
India,2020-06-10,13.218770654329147
India,2020-06-11,13.16309069369488
India,2020-06-12,13.15270288044193
India,2020-06-13,13.156163662675965
India,2020-06-14,13.159626266614026
India,2020-06-15,13.16309069369488
India,2020-06-16,13.125082031762698
India,2020-06-17,13.114754098360656
India,2020-06-18,13.102725366876314
India,2020-06-19,13.121637580370033
India,2020-06-20,13.147515119642387
India,2020-06-21,13.173494928204455
India,2020-06-22,13.199577613516364
India,2020-06-23,13.248542660307365
India,2020-06-24,13.218770654329147
India,2020-06-25,13.231013495633766
India,2020-06-26,13.222266296443212
India,2020-06-27,13.22867977775818
India,2020-06-28,13.23509948383112
India,2020-06-29,13.241525423728815
India,2020-06-30,13.239772275916856
India,2020-07-01,13.245033112582783
India,2020-07-02,13.37255950788981
India,2020-07-03,13.379716350013375
India,2020-07-04,13.386880856760376
India,2020-07-05,13.39405304045004
India,2020-07-06,13.401232913428034
India,2020-07-07,13.367196898810317
India,2020-07-08,13.344008540165465
India,2020-07-09,13.312034078807239
India,2020-07-10,13.308490817141335
India,2020-07-11,13.307310149041875
India,2020-07-12,13.306129690410714
India,2020-07-13,13.304949441192123
India,2020-07-14,13.26611833377554
India,2020-07-15,13.313806417254696
India,2020-07-16,13.313806417254696
India,2020-07-17,13.345789403443213
India,2020-07-18,13.355295374616034
India,2020-07-19,13.364814897313671
India,2020-07-20,13.374348000534976
India,2020-07-21,13.415615776764152
India,2020-07-22,13.412017167381975
India,2020-07-23,13.367196898810317
India,2020-07-24,13.374348000534976
India,2020-07-25,13.374348000534976
India,2020-07-26,13.374348000534976
India,2020-07-27,13.374348000534976
India,2020-07-28,13.349352556401017
India,2020-07-29,13.347570742124931
India,2020-07-30,13.354700854700857
India,2020-07-31,13.351134846461948
India,2020-08-01,13.333333333333336
India,2020-08-02,13.315579227696402
India,2020-08-03,13.297872340425535
India,2020-08-04,13.322675193178789
India,2020-08-05,13.368983957219253
India,2020-08-06,13.356484573260314
India,2020-08-07,13.326226012793176
India,2020-08-08,13.333925952264545
India,2020-08-09,13.341634794983547
India,2020-08-10,13.349352556401017
India,2020-08-11,13.403029084573117
India,2020-08-12,13.381506757660912
India,2020-08-13,13.367196898810317
India,2020-08-14,13.356484573260314
India,2020-08-15,13.364219529579472
India,2020-08-16,13.371963449966572
India,2020-08-17,13.37971635001338
India,2020-08-18,13.401232913428034
India,2020-08-19,13.36005344021376
India,2020-08-20,13.331555792560989
India,2020-08-21,13.347570742124931
India,2020-08-22,13.392259274139544
India,2020-08-23,13.437248051599033
India,2020-08-24,13.48254011055683
India,2020-08-25,13.477088948787062
India,2020-08-26,13.473457289140393
India,2020-08-27,13.533631073216947
India,2020-08-28,13.67801942278758
India,2020-08-29,13.669294208775685
India,2020-08-30,13.660580119302402
India,2020-08-31,13.651877133105804
India,2020-09-01,13.698630136986301
India,2020-09-02,13.64815067558346
India,2020-09-03,13.625834582368169
India,2020-09-04,13.644426251876107
India,2020-09-05,13.621658436914695
India,2020-09-06,13.59896647854763
India,2020-09-07,13.576349998302955
India,2020-09-08,13.553808620222282
India,2020-09-09,13.627691469065141
India,2020-09-10,13.618412093149937
India,2020-09-11,13.614703880190605
India,2020-09-12,13.616557734204793
India,2020-09-13,13.618412093149937
India,2020-09-14,13.620266957232364
India,2020-09-15,13.59249694168819
India,2020-09-16,13.598041881968994
India,2020-09-17,13.586956521739133
India,2020-09-18,13.598041881968994
India,2020-09-19,13.595576905646697
India,2020-09-20,13.59311282283643
India,2020-09-21,13.590649633052461
India,2020-09-22,13.60544217687075
India,2020-09-23,13.599891200870392
India,2020-09-24,13.531799729364007
India,2020-09-25,13.566680233346903
India,2020-09-26,13.561773880023509
India,2020-09-27,13.556871074156087
India,2020-09-28,13.551971811898632
India,2020-09-29,13.553808620222282
India,2020-09-30,13.598041881968994
India,2020-10-01,13.664935774801858
India,2020-10-02,13.633265167007501
India,2020-10-03,13.649392602029211
India,2020-10-04,13.665558238054025
India,2020-10-05,13.681762210972774
India,2020-10-06,13.623978201634875
India,2020-10-07,13.646288209606988
India,2020-10-08,13.636983499249967
India,2020-10-09,13.702384214853385
India,2020-10-10,13.680358425390745
India,2020-10-11,13.658403332650412
India,2020-10-12,13.636518596802235
India,2020-10-13,13.614703880190605
India,2020-10-14,13.653741125068269
India,2020-10-15,13.609145345672287
India,2020-10-16,13.620266957232364
India,2020-10-17,13.627072450601863
India,2020-10-18,13.633884748227596
India,2020-10-19,13.640703860319192
India,2020-10-20,13.610997686130393
India,2020-10-21,13.583265417006247
India,2020-10-22,13.57773251866938
India,2020-10-23,13.539128080151636
India,2020-10-24,13.53485224452966
India,2020-10-25,13.530579108785856
India,2020-10-26,13.526308670363855
India,2020-10-27,13.583265417006247
India,2020-10-28,13.478905512872355
India,2020-10-29,13.437248051599033
India,2020-10-30,13.406622871698618
India,2020-10-31,13.411417586838928
India,2020-11-01,13.41621573274898
India,2020-11-02,13.421017313112333
India,2020-11-03,13.403029084573117
India,2020-11-04,13.448090371167295
India,2020-11-05,13.526308670363855
India,2020-11-06,13.520822065981612
India,2020-11-07,13.516557783284524
India,2020-11-08,13.512296189532476
India,2020-11-09,13.508037282182901
India,2020-11-10,13.457139012245994
India,2020-11-11,13.428226131328053
India,2020-11-12,13.399437223636609
India,2020-11-13,13.412017167381975
India,2020-11-14,13.421017313112333
India,2020-11-15,13.430029546065002
India,2020-11-16,13.4390538906061
India,2020-11-17,13.437248051599033
India,2020-11-18,13.495276653171391
India,2020-11-19,13.48435814455232
India,2020-11-20,13.491635186184563
India,2020-11-21,13.486176668914366
India,2020-11-22,13.480722566729579
India,2020-11-23,13.475272874275706
India,2020-11-24,13.498920086393086
India,2020-11-25,13.559322033898303
India,2020-11-26,13.549768298962086
India,2020-11-27,13.540228017439814
India,2020-11-28,13.530701160934159
India,2020-11-29,13.521187701127667
India,2020-11-30,13.511687609782463
India,2020-12-01,13.603591348115902
India,2020-12-02,13.56483993488877
India,2020-12-03,13.550135501355017
India,2020-12-04,13.553808620222282
India,2020-12-05,13.550747549573149
India,2020-12-06,13.547687861271674
India,2020-12-07,13.544629554381688
India,2020-12-08,13.572204125950053
India,2020-12-09,13.566680233346903
India,2020-12-10,13.56483993488877
India,2020-12-11,13.56300013563
India,2020-12-12,13.568521031207595
India,2020-12-13,13.57404642323877
India,2020-12-14,13.579576317218905
India,2020-12-15,13.594344752582927
India,2020-12-16,13.57773251866938
India,2020-12-17,13.599891200870392
India,2020-12-18,13.599891200870392
India,2020-12-19,13.569134741507984
India,2020-12-20,13.538517081095721
India,2020-12-21,13.508037282182901
India,2020-12-22,13.540961408259987
India,2020-12-23,13.5556459265284
India,2020-12-24,13.565575994356722
India,2020-12-25,13.575520621215825
India,2020-12-26,13.585479839147913
India,2020-12-27,13.595453680289312
India,2020-12-28,13.60544217687075
India,2020-12-29,13.636983499249967
India,2020-12-30,13.674278681799535
India,2020-12-31,13.696753869332968
India,2021-01-01,13.69347163739687
India,2021-01-02,13.690190978164143
India,2021-01-03,13.686911890504707
India,2021-01-04,13.683634373289545
India,2021-01-05,13.67053998632946
India,2021-01-06,13.67053998632946
India,2021-01-07,13.618412093149937
India,2021-01-08,13.640703860319192
India,2021-01-09,13.628929674722876
India,2021-01-10,13.617175797739547
India,2021-01-11,13.60544217687075
India,2021-01-12,13.65001365001365
India,2021-01-13,13.685507048036133
India,2021-01-14,13.67801942278758
India,2021-01-15,13.683634373289545
India,2021-01-16,13.67801942278758
India,2021-01-17,13.672409078479626
India,2021-01-18,13.666803334700012
India,2021-01-19,13.661202185792352
India,2021-01-20,13.683634373289545
India,2021-01-21,13.706140350877195
India,2021-01-22,13.702384214853385
India,2021-01-23,13.700506918755991
India,2021-01-24,13.698630136986301
India,2021-01-25,13.696753869332968
India,2021-01-26,13.717421124828535
India,2021-01-27,13.689253935660508
India,2021-01-28,13.715539706487453
India,2021-01-29,13.728720483250962
India,2021-01-30,13.711778417660769
India,2021-01-31,13.694878115584775
India,2021-02-01,13.67801942278758
India,2021-02-02,13.708019191226866
India,2021-02-03,13.728720483250962
India,2021-02-04,13.711778417660769
India,2021-02-05,13.726835964310226
India,2021-02-06,13.723696248856358
India,2021-02-07,13.720557969357419
India,2021-02-08,13.717421124828535
India,2021-02-09,13.730605519703419
India,2021-02-10,13.732491073880803
India,2021-02-11,13.757050488375294
India,2021-02-12,13.77410468319559
India,2021-02-13,13.761783527145116
India,2021-02-14,13.749484394335216
India,2021-02-15,13.737207225771
India,2021-02-16,13.724951962668133
India,2021-02-17,13.73437714599643
India,2021-02-18,13.764624913971092
India,2021-02-19,13.79310344827586
India,2021-02-20,13.794371896266325
India,2021-02-21,13.795640577577483
India,2021-02-22,13.79690949227373
India,2021-02-23,13.804527885146326
India,2021-02-24,13.815971262779774
India,2021-02-25,13.747594171020074
India,2021-02-26,13.528138528138529
India,2021-02-27,13.55993491231242
India,2021-02-28,13.5918811163465
India,2021-03-01,13.623978201634875
India,2021-03-02,13.644426251876107
India,2021-03-03,13.726835964310226
India,2021-03-04,13.74948439433521
India,2021-03-05,13.659336156262805
India,2021-03-06,13.652498407208519
India,2021-03-07,13.645667500568571
India,2021-03-08,13.638843426077472
India,2021-03-09,13.719303059404586
India,2021-03-10,13.724951962668133
India,2021-03-11,13.757050488375294
India,2021-03-12,13.753266400770185
India,2021-03-13,13.761467889908259
India,2021-03-14,13.76967916647542
India,2021-03-15,13.777900248002204
India,2021-03-16,13.789299503585218
India,2021-03-17,13.781697905181918
India,2021-03-18,13.7684152554041
India,2021-03-19,13.802622498274673
India,2021-03-20,13.80770469922217
India,2021-03-21,13.812790644136467
India,2021-03-22,13.817880337156279
India,2021-03-23,13.789299503585218
India,2021-03-24,13.776002204160351
India,2021-03-25,13.757050488375294
India,2021-03-26,13.764624913971092
India,2021-03-27,13.75831231368952
India,2021-03-28,13.7520055008022
India,2021-03-29,13.745704467353955
India,2021-03-30,13.614703880190605
India,2021-03-31,13.672409078479626
India,2021-04-01,13.638843426077472
India,2021-04-02,13.629548861932669
India,2021-04-03,13.634504385765574
India,2021-04-04,13.639463514435096
India,2021-04-05,13.644426251876107
India,2021-04-06,13.607293509320993
India,2021-04-07,13.449899125756554
India,2021-04-08,13.410218586562962
India,2021-04-09,13.383297644539615
India,2021-04-10,13.364814897313671
India,2021-04-11,13.346383130171725
India,2021-04-12,13.32800213248034
India,2021-04-13,13.285505513484788
India,2021-04-14,13.32090049287332
India,2021-04-15,13.367196898810317
India,2021-04-16,13.426423200859293
India,2021-04-17,13.403029084573117
India,2021-04-18,13.379716350013375
India,2021-04-19,13.356484573260314
India,2021-04-20,13.26611833377554
India,2021-04-21,13.259082471492972
India,2021-04-22,13.313806417254696
India,2021-04-23,13.338668800853677
India,2021-04-24,13.351729048911837
India,2021-04-25,13.364814897313671
India,2021-04-26,13.37792642140468
India,2021-04-27,13.408420488066506
India,2021-04-28,13.424620754463687
India,2021-04-29,13.500742540839749
India,2021-04-30,13.513513513513516
India,2021-05-01,13.524479307546661
India,2021-05-02,13.535462912831619
India,2021-05-03,13.5464643727987
India,2021-05-04,13.550135501355017
India,2021-05-05,13.548299688389106
India,2021-05-06,13.579576317218905
India,2021-05-07,13.64815067558346
India,2021-05-08,13.6394635144351
India,2021-05-09,13.630787405152438
India,2021-05-10,13.622122326658491
India,2021-05-11,13.625834582368169
India,2021-05-12,13.599891200870392
India,2021-05-13,13.609145345672287
India,2021-05-14,13.655605626109516
India,2021-05-15,13.651255915544231
India,2021-05-16,13.646908975117135
India,2021-05-17,13.642564802182813
India,2021-05-18,13.691128148959471
India,2021-05-19,13.661202185792352
India,2021-05-20,13.693002875530606
India,2021-05-21,13.732491073880803
India,2021-05-22,13.729977116704806
India,2021-05-23,13.727464079802324
India,2021-05-24,13.724951962668133
India,2021-05-25,13.740038472107722
India,2021-05-26,13.753266400770185
India,2021-05-27,13.776002204160351
India,2021-05-28,13.808340237503453
India,2021-05-29,13.788824158019926
India,2021-05-30,13.769363166953529
India,2021-05-31,13.749957031384277
India,2021-06-01,13.730605519703419
India,2021-06-02,13.704262025489928
India,2021-06-03,13.696753869332968
India,2021-06-04,13.723068478111706
India,2021-06-05,13.727464079802324
India,2021-06-06,13.731862498283515
India,2021-06-07,13.736263736263735
India,2021-06-08,13.711778417660769
India,2021-06-09,13.702384214853385
India,2021-06-10,13.679890560875515
India,2021-06-11,13.653741125068269
India,2021-06-12,13.658714259697687
India,2021-06-13,13.66369101840044
India,2021-06-14,13.66867140513942
India,2021-06-15,13.633265167007501
India,2021-06-16,13.640703860319192
India,2021-06-17,13.48435814455232
India,2021-06-18,13.487995683841381
India,2021-06-19,13.485570439629596
India,2021-06-20,13.483146067415731
India,2021-06-21,13.480722566729574
India,2021-06-22,13.446282102998518
India,2021-06-23,13.489815189531903
India,2021-06-24,13.487995683841381
India,2021-06-25,13.487995683841381
India,2021-06-26,13.478905512872355
India,2021-06-27,13.469827586206893
India,2021-06-28,13.460761879122355
India,2021-06-29,13.460761879122355
India,2021-06-30,13.453518094981836
India,2021-07-01,13.412017167381975
India,2021-07-02,13.421017313112333
India,2021-07-03,13.417865888430445
India,2021-07-04,13.4147159433899
India,2021-07-05,13.411567476948866
India,2021-07-06,13.408420488066506
India,2021-07-07,13.367196898810317
India,2021-07-08,13.376136971642588
India,2021-07-09,13.417415805715821
India,2021-07-10,13.415615776764152
India,2021-07-11,13.41381623071764
India,2021-07-12,13.412017167381975
India,2021-07-13,13.421017313112333
India,2021-07-14,13.415615776764152
India,2021-07-15,13.41381623071764
India,2021-07-16,13.403029084573117
India,2021-07-17,13.388673182487613
India,2021-07-18,13.374348000534976
India,2021-07-19,13.36005344021376
India,2021-07-20,13.404825737265416
India,2021-07-21,13.424620754463687
India,2021-07-22,13.430029546065002
India,2021-07-23,13.433637829124127
India,2021-07-24,13.4390538906061
India,2021-07-25,13.444474321054047
India,2021-07-26,13.449899125756554
India,2021-07-27,13.422818791946307
India,2021-07-28,13.419216317767045
India,2021-07-29,13.468013468013467
India,2021-07-30,13.451708366962604
India,2021-07-31,13.451105232479934
India,2021-08-01,13.450502152080345
India,2021-08-02,13.449899125756554
India,2021-08-03,13.468013468013467
India,2021-08-04,13.486176668914366
India,2021-08-05,13.495276653171391
India,2021-08-06,13.478905512872355
India,2021-08-07,13.471642193183348
India,2021-08-08,13.464386697185946
India,2021-08-09,13.457139012245994
India,2021-08-10,13.422818791946307
India,2021-08-11,13.468013468013467
India,2021-08-12,13.457139012245994
India,2021-08-13,13.469827586206893
India,2021-08-14,13.472852202811337
India,2021-08-15,13.47587817806127
India,2021-08-16,13.478905512872355
India,2021-08-17,13.444474321054047
India,2021-08-18,13.464386697185946
India,2021-08-19,13.444474321054047
India,2021-08-20,13.449899125756554
India,2021-08-21,13.46378242527601
India,2021-08-22,13.477694415741944
India,2021-08-23,13.491635186184563
India,2021-08-24,13.489815189531903
India,2021-08-25,13.471642193183348
India,2021-08-26,13.489815189531903
India,2021-08-27,13.610997686130393
India,2021-08-28,13.622122326658491
India,2021-08-29,13.633265167007494
India,2021-08-30,13.644426251876107
India,2021-08-31,13.708019191226866
