Brand_Name,Date,Close
the_coca-cola_company,2000-12-31 00:00:00+00:00,14.619940352818322
the_coca-cola_company,2001-12-31 00:00:00+00:00,13.01526726061298
the_coca-cola_company,2002-12-31 00:00:00+00:00,13.51203947975522
the_coca-cola_company,2003-12-31 00:00:00+00:00,12.195335433596657
the_coca-cola_company,2004-12-31 00:00:00+00:00,13.102034829911732
the_coca-cola_company,2005-12-31 00:00:00+00:00,12.362031278156099
the_coca-cola_company,2006-12-31 00:00:00+00:00,13.03845801866387
the_coca-cola_company,2007-12-31 00:00:00+00:00,16.433881638059578
the_coca-cola_company,2008-12-31 00:00:00+00:00,16.836408848819055
the_coca-cola_company,2009-12-31 00:00:00+00:00,15.802586423026192
the_coca-cola_company,2010-12-31 00:00:00+00:00,18.909218258327908
the_coca-cola_company,2011-12-31 00:00:00+00:00,22.943552077762664
the_coca-cola_company,2012-12-31 00:00:00+00:00,26.244941688537597
the_coca-cola_company,2013-12-31 00:00:00+00:00,28.88043576952011
the_coca-cola_company,2014-12-31 00:00:00+00:00,30.630222275143577
the_coca-cola_company,2015-12-31 00:00:00+00:00,31.887575490134104
the_coca-cola_company,2016-12-31 00:00:00+00:00,34.75085372016544
the_coca-cola_company,2017-12-31 00:00:00+00:00,36.59409934116075
the_coca-cola_company,2018-12-31 00:00:00+00:00,38.7426487440132
the_coca-cola_company,2019-12-31 00:00:00+00:00,44.83226995619516
the_coca-cola_company,2020-12-31 00:00:00+00:00,45.47217766381064
the_coca-cola_company,2021-12-31 00:00:00+00:00,50.87830800858755
the_coca-cola_company,2022-12-31 00:00:00+00:00,59.77040560596968
the_coca-cola_company,2023-12-31 00:00:00+00:00,59.23001811617897
the_coca-cola_company,2024-12-31 00:00:00+00:00,63.63194043100165
netflix,2000-12-31 00:00:00+00:00,63.63194043100165
netflix,2001-12-31 00:00:00+00:00,63.63194043100165
netflix,2002-12-31 00:00:00+00:00,0.8501716387736333
netflix,2003-12-31 00:00:00+00:00,2.0812046700526796
netflix,2004-12-31 00:00:00+00:00,3.4134296893127383
netflix,2005-12-31 00:00:00+00:00,2.597261884382793
netflix,2006-12-31 00:00:00+00:00,3.690996027562723
netflix,2007-12-31 00:00:00+00:00,3.1239328536379385
netflix,2008-12-31 00:00:00+00:00,4.094669633232087
netflix,2009-12-31 00:00:00+00:00,6.322035131000337
netflix,2010-12-31 00:00:00+00:00,16.82417230757456
netflix,2011-12-31 00:00:00+00:00,27.493718771707442
netflix,2012-12-31 00:00:00+00:00,11.855057119369507
netflix,2013-12-31 00:00:00+00:00,35.27183091072809
netflix,2014-12-31 00:00:00+00:00,57.49511904943557
netflix,2015-12-31 00:00:00+00:00,91.89567447844006
netflix,2016-12-31 00:00:00+00:00,102.03035720946296
netflix,2017-12-31 00:00:00+00:00,165.37426304912188
netflix,2018-12-31 00:00:00+00:00,319.2903190096061
netflix,2019-12-31 00:00:00+00:00,328.8723800901383
netflix,2020-12-31 00:00:00+00:00,446.82723287348693
netflix,2021-12-31 00:00:00+00:00,558.2176972646562
netflix,2022-12-31 00:00:00+00:00,284.6392436236499
netflix,2023-12-31 00:00:00+00:00,390.39388868543836
netflix,2024-12-31 00:00:00+00:00,625.8393309378738
foot_locker,2000-12-31 00:00:00+00:00,6.4177952285796875
foot_locker,2001-12-31 00:00:00+00:00,8.27727250899038
foot_locker,2002-12-31 00:00:00+00:00,7.4266108104160855
foot_locker,2003-12-31 00:00:00+00:00,8.171442860648746
foot_locker,2004-12-31 00:00:00+00:00,13.776390677406674
foot_locker,2005-12-31 00:00:00+00:00,14.333561969181847
foot_locker,2006-12-31 00:00:00+00:00,14.038144837337661
foot_locker,2007-12-31 00:00:00+00:00,11.552197127703177
foot_locker,2008-12-31 00:00:00+00:00,7.92996045723263
foot_locker,2009-12-31 00:00:00+00:00,6.8606734957013815
foot_locker,2010-12-31 00:00:00+00:00,10.19623779682886
foot_locker,2011-12-31 00:00:00+00:00,15.36713901777116
foot_locker,2012-12-31 00:00:00+00:00,23.55059246826172
foot_locker,2013-12-31 00:00:00+00:00,26.479944123162163
foot_locker,2014-12-31 00:00:00+00:00,38.35611506870815
foot_locker,2015-12-31 00:00:00+00:00,50.661109636700346
foot_locker,2016-12-31 00:00:00+00:00,51.30474438742986
foot_locker,2017-12-31 00:00:00+00:00,44.01134283514137
foot_locker,2018-12-31 00:00:00+00:00,40.894823568275726
foot_locker,2019-12-31 00:00:00+00:00,41.4162648821634
foot_locker,2020-12-31 00:00:00+00:00,29.09884139954337
foot_locker,2021-12-31 00:00:00+00:00,48.82891093360053
foot_locker,2022-12-31 00:00:00+00:00,31.67872984380836
foot_locker,2023-12-31 00:00:00+00:00,29.98787739920238
foot_locker,2024-12-31 00:00:00+00:00,26.661052667353143
philips,2000-12-31 00:00:00+00:00,23.501020196884397
philips,2001-12-31 00:00:00+00:00,16.111109122153252
philips,2002-12-31 00:00:00+00:00,13.65826329920027
philips,2003-12-31 00:00:00+00:00,12.500641542767722
philips,2004-12-31 00:00:00+00:00,15.830429826463972
philips,2005-12-31 00:00:00+00:00,16.22186735319713
philips,2006-12-31 00:00:00+00:00,20.546484449470185
philips,2007-12-31 00:00:00+00:00,25.567043524814316
philips,2008-12-31 00:00:00+00:00,20.436681852981508
philips,2009-12-31 00:00:00+00:00,14.533218274040827
philips,2010-12-31 00:00:00+00:00,21.661265804654075
philips,2011-12-31 00:00:00+00:00,18.175517384968106
philips,2012-12-31 00:00:00+00:00,16.377180198669432
philips,2013-12-31 00:00:00+00:00,24.344562159644234
philips,2014-12-31 00:00:00+00:00,25.852178021082803
philips,2015-12-31 00:00:00+00:00,22.828594714876207
philips,2016-12-31 00:00:00+00:00,23.787159813774956
philips,2017-12-31 00:00:00+00:00,32.02967618661098
philips,2018-12-31 00:00:00+00:00,37.24127324928801
philips,2019-12-31 00:00:00+00:00,40.08622376124064
philips,2020-12-31 00:00:00+00:00,44.53052238042176
philips,2021-12-31 00:00:00+00:00,47.476611016288636
philips,2022-12-31 00:00:00+00:00,22.419212379303588
philips,2023-12-31 00:00:00+00:00,19.6357369935845
philips,2024-12-31 00:00:00+00:00,25.38406696958405
nordstrom,2000-12-31 00:00:00+00:00,6.008127153865875
nordstrom,2001-12-31 00:00:00+00:00,5.2309801328566765
nordstrom,2002-12-31 00:00:00+00:00,6.315635491931249
nordstrom,2003-12-31 00:00:00+00:00,6.709793700112237
nordstrom,2004-12-31 00:00:00+00:00,12.194122515027486
nordstrom,2005-12-31 00:00:00+00:00,19.160553913267833
nordstrom,2006-12-31 00:00:00+00:00,24.975882252848955
nordstrom,2007-12-31 00:00:00+00:00,30.056087759861434
nordstrom,2008-12-31 00:00:00+00:00,18.07992548245215
nordstrom,2009-12-31 00:00:00+00:00,15.923292029471625
nordstrom,2010-12-31 00:00:00+00:00,25.458073585752455
nordstrom,2011-12-31 00:00:00+00:00,31.58358713937184
nordstrom,2012-12-31 00:00:00+00:00,37.35472883605957
nordstrom,2013-12-31 00:00:00+00:00,41.44666518862285
nordstrom,2014-12-31 00:00:00+00:00,48.806656686086505
nordstrom,2015-12-31 00:00:00+00:00,54.74866985139393
nordstrom,2016-12-31 00:00:00+00:00,40.27803438428848
nordstrom,2017-12-31 00:00:00+00:00,37.88327075000778
nordstrom,2018-12-31 00:00:00+00:00,46.38226383710762
