COUNTRY,YEAR,GDP,GNI,PPP
Uganda,2007,11902564496.6908,1770.0,644.23916
Uganda,2008,14440404136.5669,1910.0,672.34519
Uganda,2009,25127805566.4511,1980.0,765.37711
Uganda,2010,26673441432.4579,2060.0,798.92468
Uganda,2011,27871725245.1688,2240.0,856.1682099999999
Uganda,2012,27305915907.9939,1990.0,1003.27728
Uganda,2013,28915786520.3935,1990.0,1042.0811800000001
Uganda,2014,32612397253.2395,2070.0,1073.74744
Uganda,2015,32387183733.0207,2130.0,1125.47131
Uganda,2016,29203988697.459,2100.0,1211.94019
Uganda,2017,30744473839.7439,2080.0,1270.6084
Uganda,2018,32927025621.3848,2180.0,1295.91194
Uganda,2019,35348155092.292,2280.0,1311.26625
Zambia,1990,3285217391.30435,1410.0,0.00957
Zambia,1991,3376806697.1218,1380.0,0.017830000000000002
Zambia,1992,3181921787.7095,1370.0,0.04629
Zambia,1993,3273507753.8784103,1500.0,0.11017
Zambia,1994,3656808232.64295,1390.0,0.19495
Zambia,1995,3806982678.8936296,1420.0,0.2494
Zambia,1996,3597220962.00017,1510.0,0.30455
Zambia,1997,4303290116.56546,1550.0,0.37544
Zambia,1998,3537741625.24395,1520.0,0.43403
Zambia,1999,3404284652.93585,1590.0,0.50472
Zambia,2000,3600631918.50658,1660.0,0.6545
Zambia,2001,4094441301.2142296,1740.0,0.8022199999999999
Zambia,2002,4193850445.42632,1790.0,0.9430700000000001
Zambia,2003,4901869715.904571,1910.0,1.08766
Zambia,2004,6221109716.39571,1960.0,1.26807
Zambia,2005,8331870169.149771,2070.0,1.43424
Zambia,2006,12756858899.2812,2190.0,1.5936299999999999
Zambia,2007,14056957976.2648,2300.0,1.7529599999999999
Zambia,2008,17910858637.9048,2530.0,1.90298
Zambia,2009,15328342303.9575,2830.0,1.9959799999999999
Zambia,2010,20265559483.8548,2930.0,2.24743
Zambia,2011,23459515275.5776,3110.0,2.44635
Zambia,2012,25503060420.026,3300.0,2.6514900000000003
Zambia,2013,28037239462.7142,3360.0,2.8328599999999997
Zambia,2014,27141023558.0829,3390.0,3.06482
Zambia,2015,21251216798.7762,3290.0,3.36648
Zambia,2016,20958412538.3093,3220.0,3.8788300000000002
Zambia,2017,25873601260.8353,3240.0,4.19258
Zambia,2018,26311506435.0598,3450.0,4.3976
Zambia,2019,23308667781.2258,3450.0,4.64987
Zimbabwe,1990,8783816700.0,1570.0,0.7587
Zimbabwe,1991,8641481700.0,1630.0,0.68414
Zimbabwe,1992,6751472200.0,1440.0,0.57439
Zimbabwe,1993,6563813300.0,1490.0,0.53981
Zimbabwe,1994,6890675000.0,1610.0,0.50794
Zimbabwe,1995,7111270700.0,1610.0,0.51262
Zimbabwe,1996,8553146600.0,1850.0,0.5486300000000001
Zimbabwe,1997,8529571600.0,1810.0,0.52381
Zimbabwe,1998,6401968200.0,1730.0,0.37787
Zimbabwe,1999,6858013100.0,1790.0,0.40245
Zimbabwe,2000,6689957600.0,1740.0,0.39601
Zimbabwe,2001,6777384700.0,1840.0,0.38678
Zimbabwe,2002,6342116400.0,1750.0,0.39116999999999996
Zimbabwe,2003,5727591800.0,1500.0,0.41736
Zimbabwe,2004,5805598400.0,1370.0,0.43738999999999995
Zimbabwe,2005,5755215200.0,1330.0,0.44588
Zimbabwe,2006,5443896500.0,1250.0,0.4238
Zimbabwe,2007,5291950100.0,1150.0,0.41634
Zimbabwe,2008,4415702800.0,780.0,0.41402
Zimbabwe,2009,9665793300.0,1350.0,0.51289
Zimbabwe,2010,12041655200.0,1660.0,0.51986
Zimbabwe,2011,14101920300.0,1850.0,0.5203399999999999
Zimbabwe,2012,17114849900.0,2090.0,0.54925
Zimbabwe,2013,19091020000.0,2270.0,0.55842
Zimbabwe,2014,19495519600.0,2270.0,0.54925
Zimbabwe,2015,19963120600.0,2310.0,0.5393
Zimbabwe,2016,20548678100.0,2390.0,0.52186
Zimbabwe,2017,17584890936.6523,2070.0,0.64079
Zimbabwe,2018,34156069918.0609,2410.0,1.8820599999999998
Zimbabwe,2019,21832234925.5021,2260.0,6.0162
